content,category,cluster,content_for_labeling,topic_label
"tolong dong dikasih papan rambu yg bener dan dikoordinasikan dgn google. masak saya udah nunggu di titiknya google maps tapi ternyata ada 5 angkot yg melewati saya? sekalinya pindah tempat ke titik yg disuruh sama tukang parkir, saya bisa naik tp ditegur sama supirnya karena katanya seharusnya nunggunya agak geseran dikit.",Fasilitasi Kerjasama/Kolaborasi Pemda DKI,10,tolong kasih papan rambu koordinasi google masak udah nunggu titik google maps angkot lewat sekali pindah titik suruh tukang parkir tegur supirnya nunggunya geser dikit,"['parkir', 'jalan', 'liar', 'tindak', 'mobil']"
jalan rusak dari bulan ramadhan sampe habis lebaran belum diperbaiki juga. mau tunggu sampe ada korban??,Jalan,1,jalan rusak ramadhan sampe habis lebaran baik tunggu sampe korban,"['jalan', 'lubang', 'bahaya', 'rusak', 'mohon']"
lampu penerangan jalan mati sudah beberapa hari sehingga sepanjang jl.kemang selatan iv sangat gelap mohon di tindak lanjuti segera,Jalan,11,lampu terang jalan mati jalan kemang selatan iv gelap mohon tindak lanjut,"['lampu', 'mati', 'jalan', 'terang', 'mohon']"
needs urgent action because kebiasaan dan bikin kumuh,Parkir Liar,19,needs urgent action because biasa bikin kumuh,"['because', 'needs', 'action', 'urgent', 'is']"
d tl sesuai jam pak ogah...........................,Gangguan dan Kebisingan  ,38,d tolong sesuai jam ogah,"['reklame', 'spanduk', 'liar', 'izin', 'pajak']"
"permasalahan: pijakan kayu di taman tebet eco park bolong, membahayakan pejalan kaki. topong segera perbaiki.",Taman ,4,masalah pijak kayu taman tebet eco park bolong bahaya pejal kaki topong baik,"['tolong', 'rusak', 'jalan', 'lampu', 'tiang']"
"assalamualaikum mas. ini maksudnya apa laporan suami saya dengan nomor laporan jk2501030278 ditolak ?????? laporan berulang ??? kami juga tidak mau susah 2x buat laporan kalau memang masalah sudah terselesaikan. kerja ga becus dan akal 2x kok maunya berharap tidak ada laporan keluhan sama sekali ? mas liat tuh semakin hari tanjung duren utara semakin sulit untuk jalan kaki. kerjanya ngapain aja mas selama 1 tahun lebih ?? uda ganti tahun nih mas, semoga ga kenapa 2x makan uang haram. nikmati aja mas kendaraan dinas dari uang kami, semoga ga kecelakaan ya mas. biarin aja kita orang kecil dan orang susah jalan kaki terus mas.",Fasilitasi Kerjasama/Kolaborasi Pemda DKI,10,assalamualaikum mas maksud lapor suami nomor lapor tolak lapor ulang susah x lapor selesai kerja becus akal x mau harap lapor keluh mas liat tanjung duren utara sulit jalan kaki kerja mas ganti mas moga x makan uang haram nikmat mas kendara dinas uang moga celaka mas biarin orang orang susah jalan kaki mas,"['parkir', 'jalan', 'liar', 'tindak', 'mobil']"
"kelurahan tanjung duren utara selalu menolak laporan dengan alasan laporan berulang. padahal kelurahan tanjung duren utara tidak becus dalam melakukan tindak lanjut. masalah sudah 1 tahun tidak kunjung selesai. kelurahan tanjung duren punya otak dan bisa kerja ga ? sampean sih enak dapat kendaraan dinas kemana2 naik kendaraan dinas. kami rakyat kalangan bawah mau jalan kaki saja susah. kelurahan tanjung duren utara kerjaan cuma makan gaji buta. sudah tidak becus dalam melakukan tindak lanjut sekarang tidak mau ke lapangan. yg dikirim jg cuna pasukan oranye, punya otak ga kelurahan tanjung duren utara ??? kerjaan makan uang haram terus",Keluhan Pelayanan ,10,lurah tanjung duren utara tolak lapor alas lapor ulang lurah tanjung duren utara becus tindak kunjung selesai lurah tanjung duren otak kerja sampean enak kendara dinas mana kendara dinas rakyat kalang jalan kaki susah lurah tanjung duren utara kerja makan gaji buta becus tindak lapang kirim jg cuna pasu oranye otak lurah tanjung duren utara kerja makan uang haram,"['parkir', 'jalan', 'liar', 'tindak', 'mobil']"
"nik saya 3173010406860013 an yosep wijaya domisili di pedongkelan belakang kel. kapuk kec. cengkareng,, data dpt saya tidak sesuai.. segera tindak lanjuti masalah butuh segera ditindaklanjuti karena nanti pilkada berlangsung saya tidak bisa menggunakan hak suara saya..",KTP-el,13,nik an yosep wijaya domisili dongkel lurah kapuk camat cengkareng data sesuai tindak lanjut butuh ditindaklanjuti pilkada hak suara,"['seman', 'lurah', 'jakarta', 'lapor', 'dki']"
laporan berulang bukti 498 20250531 8; hadjadinata melanggar perda jakarta 5/2014 ps 140 jk2505310006 jk2411240284 jk2410230440 jk2409250420 jk2408210357 jk2408240157 periksa lurah kurniawan b1838uzi b1165pow d1849yce b1215uik b2920jq d1189nm b2406trc l1657xe b1687vbc,Perizinan ,0,lapor ulang bukti hadjadinata langgar perda jakarta ps periksa lurah kurniawan b uzi b pow d yce b uik b jq d nm b trc l xe b vbc,"['lapor', 'ulang', 'tolong', 'langgar', 'selesai']"
"ada pohon yang tumbang mengganggu lalu lintas jalan di seberang marco seafood, greenville needs urgent action.",Pohon,6,pohon tumbang ganggu lintas jalan seberang marco seafood greenville needs urgent action,"['pohon', 'kabel', 'mohon', 'bahaya', 'jalan']"
"turunkan bedera ormas, merusak keindahan kota.",Reklame/Spanduk ,33,turun bedera ormas rusak indah kota,"['bendera', 'turun', 'ormas', 'spanduk', 'tertib']"
pju mati tolong dicek dan diperbaiki terimakasih atas bantuannya,"Keluhan Fasilitas Gedung Pemda (sekolah, kantor)",11,terang jalan umum mati tolong cek baik terimakasih bantu,"['lampu', 'mati', 'jalan', 'terang', 'mohon']"
"bendera ormas dipasang disembarang tempat, mengganggu ketertiban. segera tindak lanjuti masalah",Gangguan dan Kebisingan  ,33,bendera ormas pasang sembarang ganggu tertib tindak lanjut,"['bendera', 'turun', 'ormas', 'spanduk', 'tertib']"
"supirnya judesss, saya nanya boleh naek di bus stop kpp boleh apa kaga, kenapa saya nanya ? karena si 08 lewatin dikit nunggu lampu merah pendjompongan trus si supirnya malah jawab judes, dan tidak sesuai dengan prinsip pelayanan publik tolong di berikan arahan lagi buat para supir mikrotrans buat menjawab pertanyaan penumpang dengan ramahh",Transportasi Publik,17,supirnya judes nanya naek bus stop kpp kaga nanya lewatin dikit nunggu lampu merah pendjompongan supirnya judes sesuai prinsip layan publik tolong arah supir mikrotrans tumpang ramahh,"['bus', 'stop', 'jak', 'rute', 'tumpang']"
lampu pju mati tolongdiperbaiki agar tidak gelap trims,"Keluhan Fasilitas Gedung Pemda (sekolah, kantor)",11,lampu terang jalan umum mati tolongdiperbaiki gelap terima kasih,"['lampu', 'mati', 'jalan', 'terang', 'mohon']"
segera tambal jalan2 berlubang banyak sekali pastikan mulus,Jalan,1,tambal jalan lubang pasti mulus,"['jalan', 'lubang', 'bahaya', 'rusak', 'mohon']"
ceceran sampah di saluran air dan sekitarnya . .,Sampah ,14,cecer sampah salur air,"['sampah', 'air', 'hujan', 'mohon', 'jalan']"
"banner ormas preman grib yg tidak berguna dan selalu meresahkan masyarakat dipasang di sepanjang jalan memenuhi fasum/fasos yg sudah pasti akan menjadi sampah. tahun 2025 dimana negara lain sudah semakin maju, indonesia masih memelihara ormas preman seperti ini untuk kepentingan politik dan mengintimidasi masyarakat. memalukan. bila tidak berizin tolong ditertibkan dan jika mengantongi izin tolong ditertibkan saat izin habis dan tidak perlu menunggu laporan masyarakat lagi sampai menjadi sampah yg memenuhi fasum/fasos seperti sebelum2nya. hapus premanisme dari negara ini.","Keluhan Fasilitas Gedung Pemda (sekolah, kantor)",30,banner ormas preman grib guna resah masyarakat pasang jalan penuh fasum fasos sampah mana negara maju indonesia pelihara ormas preman penting politik intimidasi masyarakat malu izin tolong tertib kantong izin tolong tertib izin habis tunggu lapor masyarakat sampah penuh fasum fasos hapus preman negara,"['jalan', 'pasang', 'atur', 'liar', 'ijin']"
spanduk liar spanduk liar poli-tikus sampah mafia minyak kita di jpo musim kampanye pun jpo dilarang dipasang apk,Reklame/Spanduk ,36,spanduk liar spanduk liar pol tikus sampah mafia minyak jpo musim kampanye jpo larang pasang apk,"['liar', 'spanduk', 'rokok', 'iklan', 'baliho']"
lampu lalin tugu pancoran mengarah ke pasar minggu mati total. mohon perbaikan. tks,Keluhan Pelayanan ,11,lampu lalin tugu pancoran arah pasar minggu mati total mohon baik terima kasih,"['lampu', 'mati', 'jalan', 'terang', 'mohon']"
"lampu lalu lintas warna merah, kuning, dan hijau mati",Perlengkapan Lalu Lintas,11,lampu lintas warna merah kuning hijau mati,"['lampu', 'mati', 'jalan', 'terang', 'mohon']"
lampu jalan mati sudah 3hari tolong di kondisikan seluruh lampu jalan rw.02,Jalan,11,lampu jalan mati tolong kondisi lampu jalan,"['lampu', 'mati', 'jalan', 'terang', 'mohon']"
ehhh plat merah parkir di jalan raya ada pelanggaran,Parkir Liar,10,eh plat merah parkir jalan raya langgar,"['parkir', 'jalan', 'liar', 'tindak', 'mobil']"
kok nyemen cuman sebelah? anggaran dikorupsi kepala tpu layur,TPU (Tempat Pemakaman Umum),11,nyemen cuman belah anggar korupsi kepala tpu layur,"['lampu', 'mati', 'jalan', 'terang', 'mohon']"
"dugaan onks dgn ciri ngajak oramg didepan jalan mengobrol, ngomong sendiri gak diajak, dan duduk di fasum. dugaan barudatang dari kampung. makin enak kerja dinsos gak terlihat abis lebaran baju biru dinasnya dimana mana",Jalan,26,duga onks ciri ngajak oramg depan jalan obrol ngomong ajak duduk fasum duga barudatang kampung enak kerja dinsos abis lebaran baju biru dinas mana,"['unjuk', 'bangun', 'ijin', 'lurah', 'duga']"
tukang bersih sapu liar ... pjlp dibayar untuk rawat tpu bukan ngopi,TPU (Tempat Pemakaman Umum),23,tukang bersih sapu liar pjlp bayar rawat tpu ngopi,"['cawang', 'liar', 'biar', 'jalan', 'lurah']"
"bendera ormas kembali terpasang, turunkan kembali dengan benar dan pastikan tidak terpasang kembali agar tidan posting berulang",Reklame/Spanduk ,33,bendera ormas pasang turun pasti pasang tidan posting ulang,"['bendera', 'turun', 'ormas', 'spanduk', 'tertib']"
"mohon sekali lagi di koordinasikan kepada pihak ppk kemayoran untuk segera diperbaiki jalan di area ini, dikarenakan jalan tidak rata, bergelombang, ada gemburan tanah yang membuat selokan menyempit, jalanan licin olehkarena pasir dan bebatuan…sangat membahayakan pengguna jalan…",Jalan,39,mohon koordinasi ppk mayor baik jalan area jalan gelombang gembur tanah selokan sempit jalan licin olehkarena pasir bebatuan bahaya guna jalan,"['mohon', 'bersih', 'jalan', 'cat', 'vandalisme']"
ceceran sampah . . . .,Sampah ,14,cecer sampah,"['sampah', 'air', 'hujan', 'mohon', 'jalan']"
jalan rusak sudah berbulan2 di apill jl duri raya simpang jl panjang. tlg segera diperbaiki,Jalan,11,jalan rusak bulan apill jalan duri raya simpang jalan tolong baik,"['lampu', 'mati', 'jalan', 'terang', 'mohon']"
"tanaman menutupi rambu, mohon untuk ditopping yaa makasih",Pohon,16,tanam tutup rambu mohon ditopping makasih,"['pohon', 'terang', 'jalan', 'pangkas', 'bungkus']"
"spanduk liar spanduk liar poli-tikus sampah mafia minyak kita di jpo musim kampanye pun jpo dilarang dipasang apk korupsi ribuan triliun, berawal dari permisif terhadap pelanggaran yg dianggap kecil seperti ini",Reklame/Spanduk ,36,spanduk liar spanduk liar pol tikus sampah mafia minyak jpo musim kampanye jpo larang pasang apk korupsi ribu triliun permisif langgar anggap,"['liar', 'spanduk', 'rokok', 'iklan', 'baliho']"
jalan rusak butuh perbaikan jalan setelah simpang green lake,Jalan,4,jalan rusak butuh baik jalan simpang green lake,"['tolong', 'rusak', 'jalan', 'lampu', 'tiang']"
"banyak karung sampah belum dia ngkat, tolong di tl, thanks",Sampah ,37,karung sampah ngkat tolong tolong thanks,"['tolong', 'sampah', 'angkat', 'kasih', 'terima']"
"permasalahn; melalui aplikasi ini kami melaprkan bahwa adanya aktifitas pedagang kiki lima (pkl)&amp;amp.parkir liar bajai dan kancil di trotoar depan kampus pascasarjana universitas kristen (uki),di jalan diponegoro no.84-86 ,kelurahan kenari,kecamatan senen jakarta pusat.yang mengganggu pejalan kaki dan aktifitas kampus,untuk itu kami minta bantuan pemerintah guna melakukan penertiban aktifitas yang tersebut mengganggu dengan pertimbangan mengingat laporan belum di selesaikan dengan tuntas mohon ditindak lanjuti pada jam 12.00- 13.00 dan ditindak lanjuti sesuai dengan ketentuan peraturan gubernur 221/2009 pasal 38 (bukti dokumentasi terlaampir) demikian permohonan ini.kami sampaikan.atas perhatian dan kerja sama yang baik, kami ucapkan terimakasih. butuh segera ditindaklanjuti karena",PKL Liar,34,permasalahn aplikasi melaprkan aktifitas dagang kiki amp amp parkir liar baja kancil trotoar kampus pascasarjana universitas kristen uki jalan diponegoro nomor lurah kenari camat senen jakarta pusat ganggu pejal kaki aktifitas kampus bantu perintah tertib aktifitas ganggu timbang lapor selesai tuntas mohon tindak lanjut jam tindak lanjut sesuai tentu atur gubernur pasal bukti dokumentasi terlaampir mohon perhati kerja ucap terimakasih butuh ditindaklanjuti,"['trotoar', 'pasal', 'kendara', 'atur', 'llaj']"
ceceran sampah di saluran air ibu dan bapak yth. .,Sampah ,14,cecer sampah salur air yth,"['sampah', 'air', 'hujan', 'mohon', 'jalan']"
ojol tunggu orderan di depan rumah,Perizinan ,25,ojol tunggu order rumah,"['belanja', 'rumah', 'parkir', 'blokir', 'liar']"
"needs urgent action because posisi lampu sepertinya bergeser, seharusnya persis menghadap jalan otista 3 tapi bergeser kekiri sehingga menyulitkan dan mengacaukan pandangan pengendara dari otista 3 menuju ke otista raya",Jalan,7,needs urgent action because posisi lampu geser persis hadap jalan otista geser kir sulit acau pandang kendara otista otista raya,"['macet', 'jalan', 'arah', 'lampu', 'mohon']"
"jalan rusak, butuh perbaikan di simpang ps. laris kosambi",Jalan,4,jalan rusak butuh baik simpang ps laris kosambi,"['tolong', 'rusak', 'jalan', 'lampu', 'tiang']"
"jalan tidak rata dan berlubang akibat manhole cover ini, tolong diperbaiki.",Jalan,4,jalan lubang akibat manhole cover tolong baik,"['tolong', 'rusak', 'jalan', 'lampu', 'tiang']"
derek. laporan berulang ada pelanggaran ada pelanggaran,Parkir Liar,0,derek lapor ulang langgar langgar,"['lapor', 'ulang', 'tolong', 'langgar', 'selesai']"
tolong di tindak lanjuti sudah 2 minggu lebih lampu jln tidak menyala rawan begal,"Keluhan Fasilitas Gedung Pemda (sekolah, kantor)",11,tolong tindak lanjut minggu lampu jalan nyala rawan begal,"['lampu', 'mati', 'jalan', 'terang', 'mohon']"
"kanstin trotoar rusak, minta tolong diperbaiki sebelum ciputra",Trotoar,4,kanstin trotoar rusak tolong baik ciputra,"['tolong', 'rusak', 'jalan', 'lampu', 'tiang']"
mohon dapat dilakukan toping pada beberapa pohon yang sudah lebat,Pohon,6,mohon toping pohon lebat,"['pohon', 'kabel', 'mohon', 'bahaya', 'jalan']"
segera tindak lanjuti masalah angkot ngetem sembarangan di antara stasiun jatinegara dan flyover jatinegara.,Parkir Liar,10,tindak lanjut angkot ngetem sembarang stasiun jatinegara flyover jatinegara,"['parkir', 'jalan', 'liar', 'tindak', 'mobil']"
"terdapat rumput/tanaman liar di sepanjang jalan kiri dan kanan, juga banyak sampah di got kiri dan kanan. tolong kerjasama dari pihak ppsu untuk segera di tindak lanjuti , mengingat kebersihan lingkungan sangat dibutuhkan saat ini , karna maraknya dbd , dan juga rumput2 liar sering dijadikan tempat pembuangan kotoran binatang . butuh segera ditindaklanjuti karena sangat mengganggu lingkungan dan udara. terimakasih",Sampah ,3,rumput tanam liar jalan kiri kanan sampah got kiri kanan tolong kerjasama ppsu tindak lanjut bersih lingkung butuh karna marak dbd rumput liar jadi buang kotor binatang butuh ditindaklanjuti ganggu lingkung udara terimakasih,"['sampah', 'air', 'salur', 'mohon', 'tindak']"
"ada coretan liar banyak sekali di tembok yang menuju tol becakayu setelah underpass bassura, tolong ditindak lanjuti karena merusak estetika kota",Tata Ruang dan Bangunan ,28,coret liar tembok tol becakayu underpass bassura tolong tindak lanjut rusak estetika kota,"['coret', 'bersih', 'liar', 'vandalisme', 'tolong']"
"mohon sampah diangkut karna sudah lama, i i turunan thanks",Sampah ,14,mohon sampah angkut karna i i turun thanks,"['sampah', 'air', 'hujan', 'mohon', 'jalan']"
soal jalan umum besar dijadikan tenda dan inindwkatbkantor lurah. ini ancaman pada publik jika benar ada hajatan hambat kebebasan bergerak khususnya uu yg menyangkut hak lansia dan disabilitas nomor satu,Gangguan dan Kebisingan  ,26,jalan jadi tenda inindwkatbkantor lurah ancam publik hajat hambat bebas gerak uu hak lansia disabilitas nomor,"['unjuk', 'bangun', 'ijin', 'lurah', 'duga']"
vandalisme coretan liar plang bus stop gotong royong/bki. minta tolong dibersihkan.,Pekerja Penanganan Prasarana dan Sarana Umum Kelurahan (PPSU),28,vandalisme coret liar plang bus stop gotong royong bki tolong bersih,"['coret', 'bersih', 'liar', 'vandalisme', 'tolong']"
derek bukan tl pegang ban ada pelanggaran ada pelanggaran,Parkir Liar,0,derek tolong pegang ban langgar langgar,"['lapor', 'ulang', 'tolong', 'langgar', 'selesai']"
permasalahannya : 1. lampu halte sdn 01 menteng atas saharjo jakarta selatan sering banget mati coba pakai lampu selasar putih saja . jangan yang kuning 2. pakai lampu selasar putih supaya pencahayaannya lebih terang &amp; tidak mati terus 3. tupoksi dinas bina marga jakarta selatan mohon kepada pihak kelurahan menteng atas jakarta selatan untuk segera tindak lanjutin laporan ini untuk segera di perbaikkin lampu halte sdn 01 saharjo menteng atas jakarta selatan sering banget mati kepada pihak dinas bina marga jakarta selatan untuk segera cek lolasi aduan &amp; tindak lanjutin laporan crm aduan ini &amp; monitoring hasil aduannya terima kasih,Jaringan Listrik ,53,masalah lampu halte sdn menteng saharjo jakarta selatan banget mati coba pakai lampu selasar putih kuning pakai lampu selasar putih cahaya terang amp mati tupoksi dinas bina marga jakarta selatan mohon lurah menteng jakarta selatan tindak lanjutin lapor perbaikkin lampu halte sdn saharjo menteng jakarta selatan banget mati dinas bina marga jakarta selatan cek lolasi adu amp tindak lanjutin lapor crm adu amp monitoring hasil adu terima kasih,"['adu', 'lampu', 'marga', 'jakarta', 'bina']"
