content,category,cluster
mohon bantuan nya proyek jakarta sewerage ini jika mau dikerjakan secepatnya diselesaikan di bagian sini karena hanya menyisakan 1 jalur alhasil macet total dari jl. pancoran sampai asemka sana kasiaan masyarakat setempat ditambah banyak angkot mangkal dan pkl,Jalan,7
ada jalan berlubang tolong dibantu tambal ya berbahaya butuh segera ditindaklanjuti karena...,Jalan,1
"selamat pagi pak petugas, seperti biasa 2 mobil ini tidak ada jera2nya kalau hanya ditegur santai seperti kemarin. bahkan yg mobil depan rumah pemiliknya hanya pergi putar balik utk difoto sama petugas lalu balik parkir lagi diposisi yg sama. tolong lebih tegas dan jgn ditolerir!!! kalau mau punya mobil, harus punya garasi dong!! kalo gak punya garasi, jgn punya mobil dan nyusahin orang lain!!!!",Parkir Liar,5
"permasalahan: permasalahan: banjir kali sekretaris, kapan kalinya dikeruk, bapak2 cuma makan gaji buta sampai gemuk2 ya segera tindak lanjuti masalah nih banjiiir",Penanganan Banjir,3
permasalahan: kapan pungli &amp; parkir liar akan diurus sampai tuntas ? 2025 ? 2026? tunggu cucu mu jadi gubernur ? ada pelanggaran...segera tindak lanjuti masalah...,Parkir Liar,13
"tolong dong parkiran hustle house ditertibkan, masa parkir nutupin trotoar sampe ngehalangin orang jalan berdasarkan undang-undang nomor 22 tahun 2009 tentang lalu lintas dan angkutan jalan (uu llaj): • pasal 45 ayat 1 trotoar diperuntukkan bagi pejalan kaki. • pasal 275 ayat 1 setiap orang yang menempatkan benda yang mengganggu fungsi jalan, termasuk trotoar, dapat dikenakan pidana kurungan paling lama 1 tahun atau denda maksimal rp24 juta. • pasal 287 ayat 3 kendaraan yang melanggar aturan parkir (termasuk parkir di trotoar) dapat dikenakan sanksi pidana kurungan maksimal 1 bulan atau denda hingga rp250.000.",Trotoar,34
"ada pelanggaran buang limbah langsung ke kali,membuat kali dangkal dan bau di musim panas",Pencemaran Lingkungan ,3
ada genangan tolong periksa saluran airnya apakah mampet?,"Saluran Air, Kali/Sungai",3
convex mirror mohon segera di ganti membahayakan pengendara,"Keluhan Fasilitas Gedung Pemda (sekolah, kantor)",4
butuh segera ditindaklanjuti karena kabel menjuntai menghalangi rumah warga,Jalan,6
makin sering yg belanja di nongkrong di depan rumah,Perizinan ,25
tahu bulat mangkal jualan di depan rumah,Perizinan ,25
"ga pagi ga sore angkot ngetem di zebra cross. orang mau nyebrang jadi susah. tolong ditl kasih pembatas aja jangan cuma dijaga sama dishub. percuma dijaga cuma bbrp menit buat laporan aja, selebihnya angkot bakal ngetem lagi ketika dishub sudah pergi",Transportasi Publik,7
"kami telah melaporkan terkait parkir liar alhamdullilah ditindaklanjuti oleh perangkat rtrw. selain hal tersebut, rtrw membuka diskusi terkait parkir serta peran warga dalam melakukan pelaporan. usulan kami untk jaki: 1. perubahan alur tindak lanjut pelaporan sebelum ke pemkot, laporan juga dapat ditinjau rtrw. mempertimbangkan rtrw memiliki kapabilitas dan berdaya dalam menyelesaikan masalah. hal tersebut dapat membantu pemkot dalam menyelesaikan masalah secara gotongroyong warga serta rtrw dpt membuat laporan yang memberikan transparansi dalam menindaklanjuti laporan di jaki. 2. bahasa komunikasi publik agar dalam melakukan komunikasi publik jaki mengedepankan 'sebaik lapor rtrw terlebih dahulu kawan!' ataupun jargon serupa lainnya. warga jakarta cukup cerdas dengan rtrw yang berdaya. sehingga dengan mengedepankan hal tersebut diharapkan warga berpartisipasi dalam diskusi2 publik dengan perangkat rtrw. mengedepankan musyawarah ketimbang lapor lapor lapor di jaki. hal tersebut dapat mendorong jakarta menjadi smart city dengan partisi aktif publik untuk menyelesaikan masalah. demikian disampaikan, atas adanya kesalah ataupun kekurangan dalam penyampaian. kami memohon maaf.",Tata Ruang dan Bangunan ,13
butuh segera ditindaklanjuti karena jalanan rusak dan berlubang terimakasih,Jalan,1
"jam 18.00 pkl liar di trotoar dan saluran air! harap segera disterilkan! korupsi fasum, haram!",PKL Liar,21
"permasalahan: laporan parkir liar darurat - depan cni, jakarta barat parkir liar di depan gedung cni, tepat di seberang pintu kantor wali kota jakarta barat, telah menjadi masalah serius dan berulang. pelanggaran ini berlangsung setiap hari dari pukul 12.00 hingga 22.00 dan melibatkan pihak-pihak tidak bertanggung jawab, termasuk ormas yang memanfaatkan lokasi strategis ini untuk kepentingan pribadi. kondisi ini tidak hanya mengganggu ketertiban umum tetapi juga melanggar hukum secara terang-terangan di depan institusi pemerintah, yang seharusnya menjadi teladan penegakan aturan. sudah lima kali laporan resmi disampaikan terkait masalah ini, namun hingga saat ini, tidak ada tindakan nyata atau pencegahan yang dilakukan oleh pihak terkait. jenis pelanggaran yang terjadi meliputi: 1. parkir liar massal: kendaraan roda dua dan roda empat dibiarkan parkir sembarangan tanpa kontrol. 2. gangguan ketertiban lalu lintas: area jalan menjadi sempit, menyebabkan kemacetan di sekitar lokasi. 3. keterlibatan ormas: oknum memanfaatkan situasi untuk menarik pungutan liar atau menjaga area secara ilegal. 4. pelanggaran aturan pemerintah: lokasi ini berada tepat di depan kantor wali kota, mencoreng wibawa dan kepercayaan publik terhadap pemerintah. situasi ini tidak hanya membutuhkan penertiban, tetapi juga pengawasan rutin dan tegas dari pihak yang berwenang. permasalahan ini darurat, karena jika dibiarkan, akan menciptakan preseden buruk bagi ketertiban hukum di jakarta barat. mohon segera dilakukan tindakan sebagai berikut: • penertiban langsung terhadap parkir liar dan oknum yang terlibat. • pengawasan rutin di lokasi tersebut, terutama pada jam-jam pelanggaran utama (12.00-22.00). • penegakan hukum terhadap pihak-pihak yang melanggar, baik individu maupun kelompok. kami meminta perhatian serius dari pemerintah karena ini bukan hanya masalah ketertiban lokal, tetapi juga citra dan wibawa institusi pemerintah. mohon segera diambil tindakan tegas!",Parkir Liar,10
butuh segera ditindaklanjuti karena parkir liar sangat mengganggu jalan aturan 2 jalur jadi 1 jalur,Parkir Liar,10
kembali terjadi lagi parkir sembarangan. membuat lalu lintas macet ketika mobil berpapasan dari kedua arah. mohon bantu cek lokasi,Parkir Liar,10
banyak sekali lampu pju mati depan stasiun gambir sudin binamarga gak sanggup perbaiki,Jalan,11
tolong tertibkan bendera ormas pp ini. karena mengganggu ketertiban,Jalan,33
"banyak sampah yang menumpuk di kali, tolong dibersihkan.",Sampah ,3
ada pelanggaran motor parkir tiap malam mengganggu pejalan kaki yg lewat di trotoar sehingga harus lewat jalan raya berbahaya ...sementara pemilik motor asik ngopi di warung kopi yg menggunakan mobil parkir pula di trotoar. apakah pemerintah bangun trotoar u berjualan apa u pejalan kaki mohon tl dr pihak dishub segera tindak lanjuti masalah,Arus Lalu Lintas,10
berjualan di jalur hijau melanggr aturan ada pelanggaran...segera tindak lanjuti masalah...,Perdagangan/UMKM,18
butuh segera ditindaklanjuti karena pohon tumbang menimpah rumah saya. harus segera di evakuasi. ini gimana ya pemda pohon sudah besar dan landai sangat membahayakan tapi gaada eksekusi untuk ditebang. tolong segera di tindak lanjuti. makasih,Pohon,6
sampah diberantakin kucing mohon di bantu dibersihkan,Sampah ,3
mohon bantuannya sangat air pam tidak mengalir warga mau lebaran no pelangan 000585978 butuh segera ditindaklanjuti karena warga sedang lebaran.,PDAM/PAM,3
"tadinya kan di lokasi ini adalah jalan umum, sekarang sudah jadi bagian dari mall. lebih baik lampu milih pemda dki (yang ada logo ikan cupang) dipindahkan di tempat yang lebih tepat. pindah ke tempat yang penerangannya minim ada lebih dari 3 tiang lampu nih, beserta lampunya.","Keluhan Fasilitas Gedung Pemda (sekolah, kantor)",4
"tertera ada biaya utk tindakan di puskesmas kebon jeruk jakarta barat, mohon dpt di klarifikasi. smoga rakyat tidak bingung terimakasih",BPJS Kesehatan/KIS ,13
butuh segera ditindaklanjuti karena banyak sampah di saluran got,Sampah ,3
judes driver tidak ramah dan ugal ugalan bawa mobil nya kwk 1626 shift pagi,Transportasi Publik,17
"zebra cross tidak ada pelican crossing, sangat berbahaya segera tindak lanjuti masalah",Jalan,7
"mohon bantuan nya untuk dilakukan pemangkasan, karena menghalangi jalan dan kabel-kabel.. terima kasih.",Pohon,6
segera dilakukan pembersihan coretan vandalisme di area ini,"Keluhan Fasilitas Gedung Pemda (sekolah, kantor)",39
permasalahan: segera dilakukan penambalan jalan berlubang di area ini. terimakasih,Jalan,39
banyak pohon tutupi lampu jalan sehingga jalanan sangat gelap di malam hari,Pohon,16
tolong perbaiki qr scanner di gerbang tap in halte ini. saya tidak bisa masuk pakai astrapay yang tiketnya sudah saya beli!!!!!,Transportasi Publik,17
lubang lubang harap di tambal agar tidak semakin besar,Jalan,1
lampu pju mati harap diperbaiki agar nyala dan terang kembali,Jalan,11
pju di bawah tol banyak mati harap perbaiki aegera,Jalan,11
"mengupdate laporan jk2411210135 sekali lagi, tolong untuk ditindak lanjuti pada p a g i hari atau m a l a m hari saat pelanggar berada di titik aduan. foto aduan diambil sekitar jam 7 pagi. lagi2 bajaj yg sama (dengan tulisan seger waras) yg setiap hari terus parkir di bahu jalan dimana jelas2 terdapat larangan dilarang stop. selain sangat menyalahi aturan, titik itu jg merupakan putaran jalan yg dipakai kendaraan lain untuk putar balik. sudah dilaporkan beberapa kali tetapi terus kembali karena tidak ada sanksi yg membuat jera bagi bajaj yg dimaksud. sekali lg dan tolong dibaca untuk menindak lanjuti di pagi hari atau malam hari saat pelanggar ada di tempat agar bisa diedukasi dan diberi teguran atau sanksi yg tegas. sepertinya setelah berpuluh2 kali dilaporkan sudah bukan teguran tetapi dikandangkan jg benar2 tegas dan serius.",Parkir Liar,30
seluruh pju mati semua jalanan gelap dibiarkan sudah lama,Jalan,11
"mengupdate laporan jk2411130162 laporan terakhir diinfokan bahwa laporan membutuhkan waktu hingga april 2025 pertengahan tahun depan. ini masalah keselamatan masyarakat! kenapa butuh waktu selama itu? menunggu pelanggar yg jelas2 merusak fasilitas umum dan membahayakan orang lain bukanlah solusi yg bertanggung jawab. apalagi sekarang musim hujan. tiang2 tersebut bisa kapan saja jatuh menimpa pejalan kaki atau pengendara di titik ini. belum jg kalau kabel2 putus yg lagi2 merugikan masyarakat. banyak sekali akibat dari sini karena tiang2 saat ini benar2 hanya bersandar di kabel. sangat miris dan aneh belum ada tindakan sedikitpun dari kelurahan atau petugas terkait mengenai ini. dan karena disebabkan oleh proyek, seharusnya ada sanksi ke pemilik proyek yg dimaksud dan aksi pertanggung jawabannya untuk membenahi akibat yg ditimbulkan dengan cepat karena memang berbahaya. bukannya menunggu pertengahan taun depan.",Keluhan Pelayanan ,30
tolong di cat ulang supaya bersih dan bebas coretan vandalisme terimakasih,Jembatan/JPO/Halte,39
"pkl bikin jalan sempit di sepanjang jalan setia kawan, masalah berulang gak pernah selesai",Jalan,10
lampu pju banyak yang redup dan mati baik sekitar depan ftl dan sebrang ftl gym. harap yang mati dan redup diperbaiki segera,Jalan,11
jpo halte mangga dua raya mati harap diperbaiki karena terlihat seram saat malam,Jembatan/JPO/Halte,4
tolong dibersihkan banyak sekali sisa sampah penyakit masyarakat,Sampah ,3
lubang segera di tl agar tidak semakin besar dan memakan apbd lebih banyak,Jalan,1
harap segera turunkan bendera ormas di fasum area publik! meresahkan dan mengganggu ketertiban umum! kotor kumuh!,Gangguan dan Kebisingan  ,21
segera tindak lanjuti masalah pak tolong gerobak dan sampah yang menumpuk segera dibereskan karena kalau tidak dibenahi lambat laun akan menumpuk yang berakibat kumuh dan bau sampah,Sampah ,3
selamat pagi kmi melapor kan 2 siswa siswi keluar saat jam belajar dan berkendaraan bermotor sambil bermain hp sangat membahayakan mohon segera di tindak lanjuti,Bantuan Sosial,10
tolong tettibkan bendera ormas &amp; umbul2 yg tdk diperlukan.,"Keluhan Fasilitas Gedung Pemda (sekolah, kantor)",33
sampah sisa daun besar dan daun kecil ketipu angin atau hujan langsung ke saluran air,Sampah ,14
"jalan rusak, mohon bantuannya agar segera diperbaiki",Jalan,1
minta tolong di sini sangat banyak sekali sampah dan tidak enak diliat,Sampah ,3
pohon tumbang mohon dirapihkan dan pastikan saluran air ada ke kali,Pohon,6
jalanan berulang mohon diperbaiki yahh jangan cuman yang di foto saja sepanjang jalan ini banyak lubang,Jalan,1
"butuh segera ditindaklanjuti karena banyak lahan yang tersedia tolong di tanamkan pepohonan agar lebih sejuk saat kemarau, masih banyak lahan yang tersedia di pinggir sungai",Bantuan Sosial,3
"kabel listrik jatuh menjuntai kebawah karena hujan angin dan deras, butuh segera ditindaklanjuti karena sangat berbahaya dan menutupi jalan",Jaringan Listrik ,6
kastin beton sangat membahayakan pengendara dilihat dari perentukannya kurang berguna dan membahayakan mohon untuk diganti yang lebih aman atau diangkat saja oleh dinas terkait terima kasih,"Keluhan Fasilitas Gedung Pemda (sekolah, kantor)",4
"terus pejalan kaki mau lewat maneee udah bayar pajak penghasilan setahun 400jt++ dapet fasilitas umum dikorup sama preman kriminal. pada sekolah ga sih??? kayak ga pernah belajar tertib pasal 45 ayat 1 trotoar diperuntukkan bagi pejalan kaki. • pasal 275 ayat 1 setiap orang yang menempatkan benda yang mengganggu fungsi jalan, termasuk trotoar, dapat dikenakan pidana kurungan paling lama 1 tahun atau denda maksimal rp24 juta. • pasal 287 ayat 3 kendaraan yang melanggar aturan parkir (termasuk parkir di trotoar) dapat dikenakan sanksi pidana kurungan maksimal 1 bulan atau denda hingga rp250.000.",Trotoar,34
"rakyat susah tertib kayak ga sekolah dah pasal 45 ayat 1 trotoar diperuntukkan bagi pejalan kaki. • pasal 275 ayat 1 setiap orang yang menempatkan benda yang mengganggu fungsi jalan, termasuk trotoar, dapat dikenakan pidana kurungan paling lama 1 tahun atau denda maksimal rp24 juta. • pasal 287 ayat 3 kendaraan yang melanggar aturan parkir (termasuk parkir di trotoar) dapat dikenakan sanksi pidana kurungan maksimal 1 bulan atau denda hingga rp250.000.",Trotoar,34
"lampu jalan pedestian tidak ada lampunya, hanya ada tiangnya saja, tolong pasang kembali lampunya",Jaringan Listrik ,4
"terdapat lampu pju mati ketika malam, mohon untuk diperbaiki, terimakasih",Jaringan Listrik ,11
segera tindak lanjuti masalah mohion di buatkan bus stop jaklingko,"Keluhan Fasilitas Gedung Pemda (sekolah, kantor)",17
ada pelanggaran jaklingko 53 arah grogol tidak mau berhenti ditiang stop no plat kendaraan b 1456 vt tolong ditindaklanjuti laporan ini,"Keluhan Fasilitas Gedung Pemda (sekolah, kantor)",17
"yang senyum2 tukang parkir liar pungli pasal 45 ayat 1 trotoar diperuntukkan bagi pejalan kaki. • pasal 275 ayat 1 setiap orang yang menempatkan benda yang mengganggu fungsi jalan, termasuk trotoar, dapat dikenakan pidana kurungan paling lama 1 tahun atau denda maksimal rp24 juta. • pasal 287 ayat 3 kendaraan yang melanggar aturan parkir (termasuk parkir di trotoar) dapat dikenakan sanksi pidana kurungan maksimal 1 bulan atau denda hingga rp250.000.",Trotoar,34
masyarakat buang sampah sembarangan di fasilitas halte,Sampah ,3
lubang lubang harap di tambal agar tidak semakin bertambah banyak dan memakan anggaran yang besar,Jalan,1
needs urgent action because needs urgent action because kebiasaan parkir sembarangan,Parkir Liar,19
jeblos bahaya sekali pastikan diperbaiki dan mulus,Jalan,1
selamat siang melaporkan adanya saluran air menghambat dikarenakan banyak sampah mohon agar segera ditindaklanjuti sekian terima kasih,Sampah ,2
"waduk di belakang pemukiman rt. 18 bener2 kotor, banyak sampah dan tanaman di air sampai udah gak keliatan kalo itu waduk. di pinggiran waduk banyak ilalang. sarana umum pemerintah tp kok gitu, jd pencemaran lingkungan dan bisa jd sarang penyakit, banyak nyamuk dan lalat. kalo hujan bisa bikin banjir karna sampah yg numpuk. tolong buat petugas yg tugasnya membersihkan segera di bersihkan secara berkala, jangan nunggu ada laporan keluh kesah warga baru di bersihkan",Sampah ,3
"kabel pln lepas dari dudukan, sementara diikat dengan tali, mohon pihak pln utk memperbaiki nya dan segera",Jaringan Listrik ,6
bendera ormas pp tolong ditertubkan. terima kasih,Jalan,33
permasalahan: terjadi lagi parkir sembarangan. menyebabkan kemacetam ketika mobil berpapasan dari kedua arah. mohon bantuan petugas cek lokasi,Parkir Liar,10
kategori memohon pasang plank derek dua mobil parkir liar dan besok atau nanti malam isi ulang ada terus. belokan disebut uu lalulintas sebagai bahaya. tolong pasang plank detek dekat gerbang kliar masuk atau warteg tersebut dekat gerbang kluar masuk smp al karomiyah,Keluhan Pelayanan ,26
